Rank	sample_id	factor	cell_line	cell_type	tissue	DNase_p_value	ChIP-seq_p_value	H3K27ac_p_value	summary_p_value
1205	67772	TAL1	None	Hematopoietic stem and progenitor cell	Fetal Liver	0.3098440567006022	0.31309308846211237	0.036186676117577046	0.09186931628008121
1206	45631	CTCF	GM12878	B Lymphocyte	Blood	0.713208639845468	0.028831245990016983	0.5665766294084803	0.09272081198587656
1207	33680	GATA3	None	Th2	None	0.13222736045621242	0.033755460262063386	0.8270528367074133	0.09272120565151742
1208	54609	YAP1	SF268	None	None	0.06710388128636348	0.03707921966558297	0.9041838779623005	0.09279423324254588
1209	63187	SIX4	MCF-7	Epithelium	Breast	0.8219049823822224	0.03229495818159436	0.16462864538330602	0.09291704135414575
1210	69878	CDK9	None	Th2	None	0.05806719904247616	0.06399871553436023	0.6117558380566203	0.09311619021488082
1211	63195	NR3C1	A549	Epithelium	Lung	0.057322173948701094	0.05090698398075871	0.8403032671482873	0.09393423543193774
1212	45862	RAD21	IMR90	Fibroblast	Lung	0.6488162243390774	0.026634847827556672	0.8233017788276005	0.09450715771402124
1213	62755	FOSL2	A549	Epithelium	Lung	0.1343467602890474	0.03770519894078189	0.7220113050173067	0.09463577093150921
1214	69236	CENPT	HuRef	Lymphoblastoid	None	0.16110696057666501	0.16453411478651075	0.05076453637715462	0.09473756597858418
1215	49658	FOXA1	MCF-7	Epithelium	Breast	0.2663231829483914	0.023899037207330075	0.9292506182972445	0.0948184453006311
1216	68117	KDM1A	Kasumi-1	Myeloblast	Blood	0.31934243974775567	0.03251443249011661	0.681359681057984	0.09499109205166645
1217	67770	TAL1	None	Hematopoietic stem and progenitor cell	Bone Marrow	0.09500657627317788	0.09500657627317788	0.09500657627317788	0.09500657627317788
1218	70943	NR3C1	A549	Epithelium	Lung	0.09500657627317788	0.09500657627317788	0.09500657627317788	0.09500657627317788
1219	64053	CEBPG	K562	Erythroblast	Bone Marrow	0.07848866613654908	0.04655072355138136	0.7597131309722129	0.09548460061140068
1220	75286	ZBTB48	HeLa	None	None	0.15195975900157704	0.038290180687457806	0.6681187538634369	0.09619832247367477
1221	45808	CTCF	HepG2	Epithelium	Liver	0.7051903982883447	0.034956537234240595	0.2133693254293741	0.09661105578508444
1222	32781	BMI1	None	Glioblastoma Multiforme Stem Like	None	0.3206832794637476	0.01215264422159147	0.981576315911512	0.09685104761518587
1223	35832	CTCF	GM19240	Lymphoblastoid	Blood	0.7018198074805814	0.030093880039796562	0.58008411439975	0.09685362220765603
1224	43163	GATA6	HUG1N	None	Stomach	0.062282882605611156	0.08626891326753061	0.26577642530171613	0.09688779532960368
1225	63667	CEBPB	A549	Epithelium	Lung	0.2903113132038846	0.03570326438990817	0.545698215352495	0.09729155593773514
1226	33917	WDR5	NHEK	Keratinocyte	Skin	0.23640400275452467	0.02941263072724299	0.8734683877881599	0.09737428217972699
1227	45764	CHD2	HeLa-S3	Epithelium	Cervix	0.037504018326969396	0.12112270037819445	0.8120113151788252	0.09778634844345713
1228	63684	ATF3	None	None	Liver	0.08850729879338853	0.0498871036006715	0.6166128214481794	0.09786838234484974
1229	39025	BRD4	U87	None	Brain	0.04147996808860026	0.15325410637235676	0.5416783605003175	0.0982119951299324
1230	72358	RUNX1	Kasumi-1	Acute myeloid leukemia	None	0.05170687537956044	0.0608257670851177	0.8439136753510204	0.0983562309103636
1231	68240	AR	VCaP	Epithelium	Prostate	0.2768296919947447	0.023433237212031402	0.9372882111528844	0.0984003271375547
1232	50897	MITF	6540 cells	Epithelium	None	0.05633200050217342	0.04839373481155289	0.8885142346297848	0.09852448930832003
1233	77091	ZNF557	293T	None	None	0.632281458056747	0.011992132253372126	0.9809896762450039	0.09867768362481072
1234	35380	CTCF	NHLF	Fibroblast	Lung	0.8925658718650472	0.024006694396793107	0.7570963431605657	0.09893772513596671
1235	37583	ERG	ME-1	Leukemia Cell	None	0.037739373800256236	0.21391565686868802	0.5997966249629687	0.09905074061655161
1236	48637	SPI1	OCI-Ly3	B Lymphocyte	Bone Marrow	0.581161851273257	0.029941381315729515	0.7543003056894357	0.09920935002849618
1237	74213	EZH2	SF8628	None	Pontine	0.9091568565371919	0.013065614902577544	0.9728070502665004	0.09969426722069102
1238	69894	ESR1	None	None	endometrioid adenocarcinoma	0.48090605409602905	0.030632915689434447	0.7768160405554418	0.09998432333131224
1239	52103	TP53	IMR90	Fibroblast	Lung	0.08676603141762351	0.10716892940530226	0.10966148150492272	0.10011946172070224
1240	42571	CTCF	MS1	Lymphoblastoid	Blood	0.9548246594606327	0.015968125181090777	0.9160550317315479	0.1001826214576852
1241	48993	AFF4	HeLa	Epithelium	Cervix	0.1016481059201007	0.04010567082644165	0.8332056562573327	0.10045232458210274
1242	46081	NR3C1	A549	Epithelium	Lung	0.20750187937699682	0.03928168934393543	0.5770165384466414	0.10110031751458709
1243	39916	AFF4	HCT-116	None	Colon	0.07102059190266728	0.17385717772768844	0.10216977541230521	0.10178185114745708
1244	63108	NR3C1	A549	Epithelium	Lung	0.10216644346811943	0.05370820841679909	0.4458861278044127	0.10189025370901167
1245	65023	HES2	A549	Epithelium	Lung	0.07977619934085634	0.06769876107516956	0.34997443447369164	0.10192510539559574
1246	49995	NANOG	NT2-D1	None	Embryo	0.14525715001260536	0.25881322663562345	0.05208182245933309	0.10199071554917227
1247	46153	YY1	GM12891	Lymphoblastoid	Blood	0.06787205717392883	0.06053097766307906	0.7161289788054972	0.102345811208082
1248	33216	ESR1	MCF-7	Epithelium	Breast	0.728747564238728	0.0306976993869415	0.6420664255281474	0.10258809288040327
1249	35924	CTCF	WI-38	Fibroblast	Lung	0.8748977180710982	0.01357675165391519	0.97361506074034	0.1026019163015569
1250	67699	CTCF	SK-N-SH	Neuroblastoma cell	Brain	0.8153566520584321	0.01791770970380922	0.9563218676177826	0.10264579627032527
1251	68859	ESR1	ZR-75-1	Embryonic Stem Cell	Breast	0.2822986424980817	0.03198441707199129	0.8352234188721386	0.10265411133079383
1252	2655	PAX3	Rh4	None	Muscle	0.0931959681683796	0.06567821243048375	0.27064158718096204	0.10270461670931913
1253	64400	CEBPB	A549	Epithelium	Lung	0.16002854079293372	0.03924467293429498	0.7363034915100912	0.10272570740231196
1254	64218	HES2	A549	Epithelium	Lung	0.08250645679291119	0.06386756370265895	0.41465529892640285	0.1028127086965615
1255	1084	SMAD3	H9	Embryonic Stem Cell	Embryo	0.21340531788274242	0.041742262418007055	0.4637403009011065	0.10287087138707152
1256	69873	AFF4	None	Th1	None	0.03409589914294231	0.315101704887376	0.7501811334415118	0.1028930910207082
1257	55491	STAT5	MV4-11	Macrophage	Blood	0.27257507585482166	0.026714714780594444	0.9193845741565287	0.10358791848072674
1258	71228	RELA	LNCaP	Epithelium	Prostate	0.4709492812684413	0.03798376731529102	0.3636576092303361	0.10361314544625999
1259	77093	ZNF552	293T	None	None	0.6696153090346519	0.03152782243948486	0.6696153090346519	0.103666134439027
1260	48755	CBX8	PC-3	Epithelium	Prostate	0.03877926310356672	0.20085563810133011	0.6840954921453692	0.10366799143792299
1261	77157	ZNF223	293T	None	None	0.06305757828549893	0.09821287377582555	0.2975931211987177	0.10395140487453863
1262	42534	STAG1	GM2588	Lymphoblastoid	Blood	0.5570998128587015	0.013613700906256583	0.9778548483177731	0.10419211547253915
1263	70802	TCF7L1	HCT-116	Colon cancer cell	Colon	0.7121593267838031	0.03205339682757226	0.5856839356957868	0.1042014644934432
1264	64670	CEBPB	A549	Epithelium	Lung	0.08117624427484788	0.04474861333691093	0.8567562309598609	0.10422799961493129
1265	65100	ZNF669	HEK293	Epithelium	Embryonic Kidney	0.19224068499347396	0.04332869785374189	0.4763300498190964	0.10430766816341319
1266	40053	CDK7	None	B Lymphocyte	Blood	0.06066931059935846	0.07384744580001944	0.6734302669286412	0.10447497997360511
1267	64835	HES2	A549	Epithelium	Lung	0.07935372987886485	0.07657794406071526	0.290562339978331	0.10483794265725421
1268	46356	RXRA	SK-N-SH	Neuroblastoma cell	Brain	0.05328782861644542	0.044335151975027756	0.9273017669817731	0.10515337058271534
1269	46310	GATA3	MCF-7	Epithelium	Breast	0.5457886065417192	0.01822135351191429	0.9629917285259074	0.10521659199361405
1270	63133	PBX2	K562	Erythroblast	Bone Marrow	0.04668364926053145	0.20999721967611468	0.3133205555539165	0.10543729614643232
1271	1382	CTCF	HepG2	Epithelium	Liver	0.906833440229189	0.025437911020997187	0.6535026358031615	0.10632546624561279
1272	64080	NFE2L1	K562	Erythroblast	Bone Marrow	0.08695064415170733	0.05696774816309339	0.637056091214057	0.10640428716290412
1273	52962	NR3C1	Nalm6	B cell precursor	Blood	0.20868844556831445	0.04362928743500983	0.474211052675767	0.10647618365196171
1274	64398	CEBPB	A549	Epithelium	Lung	0.32859854959354295	0.03350078135123539	0.8070762391018576	0.10659534674029836
1275	69280	AR	VCaP	Epithelium	Prostate	0.1254593600201951	0.027854669199526783	0.9395792370384555	0.10686081479812537
1276	68064	POLR3D	IMR90hTert	Fibroblast	Fetal Lung	0.31756446636929025	0.03837895252777741	0.5965884341911476	0.10699925720933523
1277	63552	HES2	A549	Epithelium	Lung	0.2228935026610357	0.04240642693624774	0.5277284990919607	0.1072873455410876
1278	46349	MAX	SK-N-SH	Neuroblastoma cell	Brain	0.04532515213517049	0.19094447426141514	0.4693072183512057	0.10760073627912864
1279	69247	SIX2	None	Cortex	Kidney	0.12067556767585441	0.047507915493134927	0.6783613838754938	0.10761330358293442
1280	34118	SOX2	HUES64	Embryonic Stem Cell	Embryo	0.1859770600453104	0.0472341331821142	0.4118119855545179	0.1081646653508902
1281	73998	ESR1	None	None	endometrioid adenocarcinoma	0.13652247332085837	0.056195336238176304	0.3073824585474858	0.10819007493571281
1282	53297	ERG	TSU-1621-MT	None	None	0.05350745677049678	0.06580640534079236	0.8641124870110968	0.10844485981623114
1283	45994	CTCF	MCF-7	Epithelium	Breast	0.8561495106777439	0.03294899215089917	0.27626398506173855	0.1090279858560742
1284	35942	FOXA1	Huh7	Epithelium	Liver	0.43757466836233755	0.02919420739762154	0.8856408007875649	0.10908425613140293
1285	62928	CEBPB	A549	Epithelium	Lung	0.054924141439876784	0.11531525634650103	0.4916165606840448	0.1091558073938882
1286	40216	MED1	None	B Lymphocyte	Blood	0.06752899032763414	0.07404288303169945	0.6389780802644103	0.10922063471334631
1287	64927	HES2	A549	Epithelium	Lung	0.1398643875030418	0.05070972680697434	0.48611258538177265	0.10924770703777975
1288	67499	GATA3	MDA-MB-231	Epithelium	Mammary Gland	0.06760657211606126	0.08209062613959056	0.5134830935267067	0.10935538921229415
1289	33144	GATA3	MCF-7	Epithelium	Breast	0.09807858672658809	0.054641560325333946	0.6544289330292176	0.10939232405435656
1290	42884	ZNF217	LoVo	None	Colon	0.07577811471580816	0.058941122964367945	0.7721405073128361	0.11028179978382396
1291	63550	NR3C1	A549	Epithelium	Lung	0.06358858881989708	0.06885102069578933	0.7900440038077489	0.11163660582987756
1292	33162	MAX	P493-6	B cell lymphoma	None	0.11454199882619143	0.05648404333182887	0.5243647029108034	0.11217608431572512
1293	39352	GATA1	None	Erythroid Cell	None	0.16099016890125367	0.051017805693317944	0.4480367082733019	0.11219323331723302
1294	42351	STAG1	GM12892	Lymphoblastoid	Blood	0.3509443579607614	0.02996098335766511	0.896416434324126	0.11246237806511111
1295	64251	NR3C1	A549	Epithelium	Lung	0.12164971731591512	0.03742249485192775	0.8916616875545864	0.11251333215940545
1296	41852	ASCL1	NHEK	Keratinocyte	Skin	0.3364239791096622	0.03512721517971268	0.8087594870089845	0.1125222926363883
1297	42688	LHX4	LoVo	None	Colon	0.06986603999920445	0.07041923065550727	0.7204349181273842	0.1129158478950491
1298	76155	AR	LNCaP	Epithelium	Prostate	0.24763167916222567	0.030002475421268545	0.9113267565579232	0.11294911908871247
1299	46147	MTA3	GM12878	B Lymphocyte	Blood	0.04601543902864251	0.10257634471827398	0.8377984848201929	0.11323200646020876
1300	33137	FOXA1	MCF-7	Epithelium	Breast	0.09966087378435423	0.07166539655593791	0.3245882368490649	0.11329452581649418
1301	44338	AR	LNCaP	Epithelium	Prostate	0.08410451208160619	0.0208060933485404	0.9709508619002699	0.11360033490097349
1302	77267	NFIA	HepG2	Epithelium	Liver	0.475122987212058	0.0415041815342671	0.4078740542682385	0.11417502099035987
1303	73927	ZNF792	293T	None	None	0.1721134848024788	0.2303767414214124	0.060733508507281944	0.11453502720875292
1304	68870	FOXA1	MCF-7	Embryonic Stem Cell	Breast	0.5194384865971129	0.03308006108507699	0.8199288696148808	0.11483637074652625
1305	63246	ZNF680	HEK293	Epithelium	Embryonic Kidney	0.12160765264973794	0.053702221355344186	0.6278390304284047	0.11505425614762055
1306	77174	ZNF135	293T	None	None	0.05793449293582881	0.04204919244182129	0.937494002671707	0.11508961869821616
1307	45144	CTCF	A549	Epithelium	Lung	0.9041522763604124	0.026317764595062063	0.7437868855223994	0.11571601814788146
1308	56403	GATA3	BE2-C	Neuroblast	Brain	0.1652444998953606	0.057750946873039506	0.31182464659509823	0.11589208877361251
1309	53298	SPI1	TSU-1621-MT	None	None	0.04115903828618723	0.4937769619892496	0.4503426048004154	0.11596117213912815
1310	33545	GATA1	None	Proerythroblast	Bone Marrow	0.20019501536389145	0.046551640190858966	0.596268120705994	0.11617403979860741
1311	43446	GATA1	None	Proerythroblast	Bone Marrow	0.20019501536389145	0.046551640190858966	0.596268120705994	0.11617403979860741
1312	64226	NR3C1	A549	Epithelium	Lung	0.12881939618358995	0.12921313143599816	0.09673456074898729	0.11619751315891358
1313	9321	HOXA9	SEM	Pre-B Lymphocyte	None	0.19329862675887444	0.05221797743446991	0.39008768446914216	0.11633236516206907
1314	63543	HES2	A549	Epithelium	Lung	0.25972365266791764	0.046807878052568384	0.47549512160348195	0.11729909126587029
1315	68051	NFKB1	L1236	Hodgkin Lymphoma Cell	None	0.037055271459794835	0.22506870580353855	0.8512460956376171	0.11770257221327768
1316	42900	RELA	AC16	Cardiomyocyte	None	0.2374331028037892	0.05448336713556766	0.27186620008004714	0.11771945265284522
1317	1010	FOXH1	H9	Embryonic Stem Cell	Embryo	0.11737576257764903	0.03874730021556597	0.9005004704366468	0.11870662386976888
1318	36077	MYOD1	None	None	Muscle	0.05929643165448904	0.12190981104795279	0.5409009556497147	0.11883711134606356
1319	45706	CTCF	None	Astrocyte	Cerebellum	0.8055021114963721	0.019830972064843924	0.9545538942367424	0.11901361993896203
1320	45565	CTCF	AG09309	Fibroblast	Skin	0.8178556255231433	0.03275650799152994	0.6488158809380757	0.11930484575921502
1321	48642	SPIB	OCI-Ly3	B Lymphocyte	Bone Marrow	0.5347742178648045	0.03441094513836209	0.8114753533583465	0.11941118072297424
1322	68781	TOP1	HCT-116	Colon cancer cell	Colon	0.4215174269723384	0.022455790509120388	0.953723643329172	0.12005677240506424
1323	71209	PIAS1	LNCaP	Epithelium	Prostate	0.5691140971605668	0.017714330680015444	0.9687855969514712	0.12017362100771128
1324	67836	BRD4	LP-1	None	None	0.13405470951429632	0.050217202017053306	0.7441790449394293	0.12032896367990287
1325	36316	RELA	GM10847	Lymphoblastoid	Blood	0.06970411588598067	0.09348143526972619	0.5785014363361198	0.12041723796490222
1326	62958	NFE2L2	IMR90	Fibroblast	Lung	0.09384127360337141	0.07159262956588791	0.5403412274417538	0.12058495664198571
1327	73190	FOXA1	MCF-7	asynchonous cells	Breast	0.37770401954938654	0.04335486218518945	0.5522587670063028	0.12060678735007341
1328	54662	TCF4	HCT-116	None	Colon	0.15538618833292223	0.0590380835380547	0.40302262120935145	0.12072164418969733
1329	39654	CREBBP	LS180	Epithelium	Colon	0.6695775551508104	0.0319323183248282	0.8411763858734677	0.12097024863106781
1330	36636	CTCF	None	Myoblast	Skeletal Muscle	0.9516505853874802	0.013500119446867001	0.96686095269558	0.12169541809915807
1331	45334	CTCF	None	Myoblast	Skeletal Muscle	0.9516505853874802	0.013500119446867001	0.96686095269558	0.12169541809915807
1332	36245	FLI1	None	Haematopoietic Progenitor Cell	Blood	0.07618089619013939	0.08056637307350684	0.657814461248782	0.12224718992139089
1333	73187	FOXA1	MCF-7	asynchonous cells	Breast	0.1643968837191669	0.050397249158443055	0.6831659123635434	0.12296857324791804
1334	46316	CEBPB	MCF-7	Epithelium	Breast	0.25069717243796297	0.04149932207127052	0.7929129241239393	0.12398422071161325
1335	55299	JUN	MDA-MB-231	Epithelium	Breast	0.12673537171539806	0.04226700718813208	0.8819628813396045	0.12423518115254867
1336	45629	ZNF143	GM12878	B Lymphocyte	Blood	0.1118260680884896	0.06171836965309176	0.6568538240055364	0.12435883621422295
1337	63055	RAD21	None	None	Liver	0.12000596863604207	0.056924965429136026	0.7132088706683442	0.12464381948752729
1338	53309	TAL1	TSU-1621-MT	None	None	0.11551889915581187	0.05449042727749436	0.7744098225226539	0.12486451087121075
1339	35524	BCL6	OCI-Ly1	B cell lymphoma	Bone Marrow	0.204313452469694	0.051135535706877046	0.5890800420506135	0.1253267258773792
1340	50276	AR	LNCaP	Epithelium	Prostate	0.07054447472093445	0.12172227750560483	0.40843649627467044	0.12534877181265397
1341	74398	IL1B	MCF-7	None	Breast	0.376750673409245	0.04764000719818911	0.44939090402154436	0.12567008011040348
1342	52959	NR3C1	Nalm6	B cell precursor	Blood	0.1291396865869756	0.06066590534902499	0.6046238769291287	0.12613374444401831
1343	48091	AR	PC-3	Epithelium	Prostate	0.09524606383246242	0.03050641053374327	0.951372855054702	0.12647229585170344
1344	45825	TCF7L2	HepG2	Epithelium	Liver	0.21201474104337809	0.04641785743165033	0.7402419034366794	0.12660172987927343
1345	37390	TAL1	Jurkat E6-1	T Lymphocyte	Blood	0.07429936243436416	0.12025696448237588	0.376853696796699	0.12672214735871695
1346	63829	FOSL2	A549	Epithelium	Lung	0.10273632967032997	0.0789795264637056	0.44015232465648807	0.1268140529116164
1347	38713	HNF4A	LoVo	None	Colon	0.19976463514925136	0.06963540965618104	0.21580996853339368	0.1269627500582156
1348	42153	CTCF	HCT-116	None	Colon	0.9055821608274084	0.020008177800187182	0.9428522744892498	0.1271542755350401
1349	63549	NR3C1	A549	Epithelium	Lung	0.08110366769799598	0.09881916270326396	0.45810768917079553	0.12743483268160227
1350	50408	PPARG	hMADS-3	Adipocyte	Adipose	0.0643241714882331	0.12702547588976681	0.5529936247637512	0.12750609807652408
1351	37389	TCF12	Jurkat E6-1	T Lymphocyte	Blood	0.11551105468656475	0.08177092144053211	0.32176043007912325	0.12778341137840987
1352	63365	ZNF318	K562	Erythroblast	Bone Marrow	0.23605055582285367	0.05390218665724598	0.4611457975040332	0.12784889612578276
1353	69282	AR	VCaP	Epithelium	Prostate	0.20414847146294113	0.0024865317610248266	0.9973978026345816	0.12839633208277373
1354	74396	ESR1	MCF-7	None	Breast	0.6711831490799831	0.030298427124428835	0.8930706285592378	0.12865665499106405
1355	50135	TCF7	DLD-1	Epithelium	Colon	0.17781891540871836	0.10407289091502597	0.12360064999724807	0.1289933054894758
1356	56634	JUN	MDA-MB-231	Epithelium	Breast	0.2334995955847563	0.03861116106806938	0.8748648243083794	0.13051987721504654
